"lon";"lat";"species";"cells";"wcbio_02";"wcbio_05";"wcbio_09";"wcbio_12";"wcbio_17";"wcbio_18"
-41,83;-19,67;"Virola gardneri";4557;24,2373332977295;212;71;11,9460000991821;18,4320011138916;23,4606666564941
-42,3894;-17,99645;"Senna silvestris";525;24,4500007629395;232;35;12,3009996414185;18,6759986877441;23,8246669769287
-43,4;-18,87;"Epistephium sclerophyllum";2559;22,9766654968262;278;38;12,2530002593994;19,3999996185303;22,5359992980957
-43,418056;-20,37495;"Myrcia eriocalyx";6086;21,804666519165;292;59;11,5436668395996;18,2560005187988;21,1853332519531
-43,3795753857952;-18,6084842989096;"Phlegmariurus intermedius";1971;22,271333694458;276;41;11,8660001754761;18,6119995117188;21,8279991149902
-43,527383;-20,44565;"Microlicia isophylla";6280;19,28733253479;306;63;11,3409996032715;17,6840000152588;18,767333984375
-43,4;-18,87;"Parablechnum cordatum";2559;22,9766654968262;278;38;12,2530002593994;19,3999996185303;22,5359992980957
-43,248576;-19,948004;"Qualea parviflora";5111;21,8813323974609;316;46;11,6129999160767;18,492000579834;21,3026676177979
-42,7320328016446;-19,7160055017001;"Chamaecrista nictitans";4633;22,6420001983643;285;54;11,5116672515869;18,2999992370605;22,0060005187988
-39,8;-19,58;"Eschweilera ovata";4311;25,9466667175293;185;180;8,3953332901001;14,1960010528564;25,0566673278809
-43,5082859302814;-20,2916151948885;"Barrosoa organensis";5888;20,2320003509521;310;61;11,1763334274292;17,4879989624023;19,6873321533203
-43,5082859302814;-20,2916151948885;"Miconia chartacea";5888;20,2320003509521;310;61;11,1763334274292;17,4879989624023;19,6873321533203
-39,7994;-19,5689;"Ocotea nutans";4311;25,9466667175293;185;180;8,3953332901001;14,1960010528564;25,0566673278809
-43,248576;-19,948004;"Kielmeyera coriacea";5111;21,8813323974609;316;46;11,6129999160767;18,492000579834;21,3026676177979
-43,51192;-20,44297;"Miconia cubatanensis";6280;19,28733253479;306;63;11,3409996032715;17,6840000152588;18,767333984375
-43,40206;-19,39636;"Abarema brachystachya";3833;22,6286659240723;318;47;12,0539999008179;18,8680000305176;22,1193332672119
-43,45335;-20,40085;"Mimosa diplotricha";6184;21,5186672210693;292;60;11,4876670837402;18,2000007629395;20,9006671905518
-43,492778;-20,1263;"Senna multijuga";5595;19,6679992675781;319;59;11,2843332290649;17,576000213623;19,1413326263428
-42,3894;-17,99645;"Hyptis nudicaulis";525;24,4500007629395;232;35;12,3009996414185;18,6759986877441;23,8246669769287
-42,7323328219234;-19,7160055014779;"Tapirira guianensis";4633;22,6420001983643;285;54;11,5116672515869;18,2999992370605;22,0060005187988
-40,5416847206305;-19,4169007116929;"Caamembeca grandifolia";3999;25,2766666412354;192;129;10,3956670761108;16,3959999084473;24,4506664276123
-42,868031;-20,761343;"Copaifera langsdorffii";7080;22,1860008239746;249;64;12,1423330307007;19,7799987792969;21,3126678466797
-43,473094;-20,427823;"Drimys brasiliensis";6281;19,3106670379639;306;68;11,235333442688;17,6119995117188;18,771333694458
-39,95564;-19,24781;"Tynanthus elegans";3524;25,9846668243408;182;160;9,03366661071777;14,899998664856;25,1373329162598
-40,07;-19,3;"Couratari asterotricha";3717;26,0006675720215;186;148;9,3323335647583;15,2600011825562;25,1373329162598
-43,5082859302814;-20,2916151948885;"Cestrum corymbosum";5888;20,2320003509521;310;61;11,1763334274292;17,4879989624023;19,6873321533203
-43,5136;-20,4417;"Arachniodes denticulata";6280;19,28733253479;306;63;11,3409996032715;17,6840000152588;18,767333984375
-43,4431;-18,7975;"Xylopia emarginata";2460;22,3793334960938;282;45;11,9833335876465;18,8759994506836;21,9513339996338
