"est";"id";"scientificName";"names_wo_author"
"MG";342;"Balfourodendron molle (Miq.) Pirani";"Balfourodendron molle"
"MG";343;"Balfourodendron riedelianum (Engl.) Engl.";"Balfourodendron riedelianum"
"MG";401;"Citrus reticulata Blanco";"Citrus reticulata"
"MG";409;"Citrus ×aurantium L.";"Citrus ×aurantium"
"MG";414;"Citrus ×limon (L.) Osbeck";"Citrus ×limon"
"MG";542;"Dictyoloma vandellianum A.Juss.";"Dictyoloma vandellianum"
"MG";573;"Esenbeckia almawillia Kaastra";"Esenbeckia almawillia"
"MG";580;"Esenbeckia decidua Pirani";"Esenbeckia decidua"
"MG";583;"Esenbeckia febrifuga (A.St.-Hil.) A. Juss. ex Mart.";"Esenbeckia febrifuga"
"MG";589;"Esenbeckia grandiflora Mart.";"Esenbeckia grandiflora"
"MG";591;"Esenbeckia grandiflora Mart. subsp. grandiflora";"Esenbeckia grandiflora"
"MG";592;"Esenbeckia grandiflora Mart. var. grandiflora";"Esenbeckia grandiflora"
"MG";601;"Esenbeckia leiocarpa Engl.";"Esenbeckia leiocarpa"
"MG";607;"Esenbeckia pilocarpoides Kunth";"Esenbeckia pilocarpoides"
"MG";611;"Esenbeckia pumila Pohl";"Esenbeckia pumila"
"MG";733;"Galipea ciliata Taub.";"Galipea ciliata"
"MG";746;"Galipea jasminiflora (A.St.-Hil.) Engl.";"Galipea jasminiflora"
"MG";774;"Helietta apiculata Benth.";"Helietta apiculata"
"MG";777;"Helietta glaziovii (Engl.) Pirani";"Helietta glaziovii"
"MG";786;"Hortia brasiliana Vand. ex DC.";"Hortia brasiliana"
"MG";819;"Metrodorea nigra A.St.-Hil.";"Metrodorea nigra"
"MG";823;"Metrodorea stipularis Mart.";"Metrodorea stipularis"
"MG";847;"Neoraputia alba (Nees & Mart.) Emmerich ex Kallunki";"Neoraputia alba"
"MG";873;"Pilocarpus giganteus Engl.";"Pilocarpus giganteus"
"MG";888;"Pilocarpus pennatifolius Lem.";"Pilocarpus pennatifolius"
"MG";890;"Pilocarpus pennatifolius Lem. var. pennatifolius";"Pilocarpus pennatifolius"
"MG";898;"Pilocarpus spicatus A.St.-Hil.";"Pilocarpus spicatus"
"MG";903;"Pilocarpus spicatus A.St.-Hil. subsp. spicatus";"Pilocarpus spicatus"
"MG";904;"Pilocarpus spicatus A.St.-Hil. var. spicatus";"Pilocarpus spicatus"
"MG";907;"Pilocarpus sulcatus Skorupa";"Pilocarpus sulcatus"
"MG";908;"Pilocarpus trachylophus Holmes";"Pilocarpus trachylophus"
"MG";953;"Rauia resinosa Nees & Mart.";"Rauia resinosa"
"MG";1068;"Zanthoxylum acuminatum (Sw.) Sw.";"Zanthoxylum acuminatum"
"MG";1070;"Zanthoxylum acuminatum subsp. juniperinum (Poepp.) Reynel";"Zanthoxylum acuminatum"
"MG";1083;"Zanthoxylum caribaeum subsp. rugosum (A.St.-Hil. & Tul.) Reynel";"Zanthoxylum caribaeum"
"MG";1104;"Zanthoxylum fagara (L.) Sarg.";"Zanthoxylum fagara"
"MG";1108;"Zanthoxylum fagara subsp. lentiscifolium (Humb. & Bonpl. ex Willd.) Reynel";"Zanthoxylum fagara"
"MG";1133;"Zanthoxylum monogynum A.St.-Hil.";"Zanthoxylum monogynum"
"MG";1135;"Zanthoxylum monogynum A.St.-Hil. subsp. monogynum";"Zanthoxylum monogynum"
"MG";1139;"Zanthoxylum nemorale Mart.";"Zanthoxylum nemorale"
"MG";1152;"Zanthoxylum petiolare A.St.-Hil. & Tul.";"Zanthoxylum petiolare"
"MG";1162;"Zanthoxylum rhoifolium Lam.";"Zanthoxylum rhoifolium"
"MG";1169;"Zanthoxylum riedelianum Engl.";"Zanthoxylum riedelianum"
"MG";1173;"Zanthoxylum riedelianum Engl. subsp. riedelianum";"Zanthoxylum riedelianum"
"MG";1174;"Zanthoxylum rigidum Humb. & Bonpl. ex Willd.";"Zanthoxylum rigidum"
"MG";1175;"Zanthoxylum rigidum subsp. hasslerianum (Chodat) Reynel";"Zanthoxylum rigidum"
"MG";1182;"Zanthoxylum stelligerum Turcz.";"Zanthoxylum stelligerum"
"MG";1186;"Zanthoxylum tingoassuiba A.St.-Hil.";"Zanthoxylum tingoassuiba"
"MG";1301;"Picrasma crenata (Vell.) Engl.";"Picrasma crenata"
"MG";1342;"Simaba ferruginea A.St.-Hil.";"Simaba ferruginea"
"MG";1343;"Simaba ferruginea var. blanchetii (Turcz.) Engl.";"Simaba ferruginea"
"MG";1381;"Simarouba amara Aubl.";"Simarouba amara"
"MG";1394;"Simarouba versicolor A.St.-Hil.";"Simarouba versicolor"
"MG";1409;"Zwingera trichilioides (A.St.-Hil.) Spreng.";"Zwingera trichilioides"
"MG";1430;"Brasiliopuntia brasiliensis (Willd.) A.Berger";"Brasiliopuntia brasiliensis"
"MG";1444;"Cereus hildmannianus K.Schum.";"Cereus hildmannianus"
"MG";1445;"Cereus hildmannianus K.Schum. subsp. hildmannianus";"Cereus hildmannianus"
"MG";1447;"Cereus jamacaru DC.";"Cereus jamacaru"
"MG";1449;"Cereus jamacaru DC. subsp. jamacaru";"Cereus jamacaru"
"MG";1479;"Coleocephalocereus goebelianus (Vaupel) Buining";"Coleocephalocereus goebelianus"
"MG";1517;"Facheiroa cephaliomelana Buining & Brederoo";"Facheiroa cephaliomelana"
"MG";1573;"Melocactus glaucescens Buining & Brederoo";"Melocactus glaucescens"
"MG";1580;"Melocactus oreas subsp. cremnophilus (Buining & Brederoo) P.J.Braun";"Melocactus oreas"
"MG";1583;"Melocactus pachyacanthus Buining & Brederoo subsp. pachyacanthus";"Melocactus pachyacanthus"
"MG";1589;"Melocactus schulzianus Buining & Brederoo";"Melocactus schulzianus"
"MG";1591;"Melocactus violaceus Pfeiff.";"Melocactus violaceus"
"MG";1592;"Melocactus violaceus subsp. margaritaceus N.P.Taylor";"Melocactus violaceus"
"MG";1601;"Micranthocereus flaviflorus Buining & Brederoo";"Micranthocereus flaviflorus"
"MG";1607;"Micranthocereus violaciflorus Buining";"Micranthocereus violaciflorus"
"MG";1636;"Pereskia grandifolia Haw.";"Pereskia grandifolia"
"MG";1648;"Pilosocereus azulensis N.P.Taylor & Zappi";"Pilosocereus azulensis"
"MG";1668;"Pilosocereus pachycladus F.Ritter";"Pilosocereus pachycladus"
"MG";1669;"Pilosocereus pachycladus F.Ritter subsp. pachycladus";"Pilosocereus pachycladus"
"MG";1733;"Rhipsalis sulcata F.A.C.Weber";"Rhipsalis sulcata"
"MG";1746;"Selenicereus wittii (K.Schum.) G.D.Rowley";"Selenicereus wittii"
"MG";3953;"Fuchsia pyrifolia C.Presl";"Fuchsia pyrifolia"
"MG";4010;"Jussiaea peploides Kunth";"Jussiaea peploides"
"MG";4011;"Jussiaea peruviana L.";"Jussiaea peruviana"
"MG";4012;"Jussiaea pilosa Kunth";"Jussiaea pilosa"
"MG";4013;"Jussiaea plumeriana Bello";"Jussiaea plumeriana"
"MG";4014;"Jussiaea potamogeton Micheli";"Jussiaea potamogeton"
"MG";4015;"Jussiaea pseudo-narcissus Chodat & Hassl.";"Jussiaea pseudo-narcissus"
"MG";4016;"Jussiaea pterophora Miq.";"Jussiaea pterophora"
"MG";4017;"Jussiaea quadrangularis Micheli";"Jussiaea quadrangularis"
"MG";4018;"Jussiaea repens L.";"Jussiaea repens"
"MG";4019;"Jussiaea rigida Miq.";"Jussiaea rigida"
"MG";4038;"Ludwigia anastomosans (DC.) H.Hara";"Ludwigia anastomosans"
"MG";4090;"Aphelandra gigantea (Rizzini) Profice";"Aphelandra gigantea"
"MG";4091;"Aphelandra grazielae Profice";"Aphelandra grazielae"
"MG";4092;"Aphelandra harleyi Wassh.";"Aphelandra harleyi"
"MG";4093;"Aphelandra hirta (Klotzsch) Wassh.";"Aphelandra hirta"
"MG";4094;"Aphelandra hymenobracteata Profice";"Aphelandra hymenobracteata"
"MG";4095;"Aphelandra ignea Nees ex Steud.";"Aphelandra ignea"
"MG";4096;"Aphelandra liboniana Linden ex Hook.";"Aphelandra liboniana"
"MG";4097;"Aphelandra longiflora (Lindl.) Profice";"Aphelandra longiflora"
"MG";4098;"Aphelandra marginata Nees & Mart.";"Aphelandra marginata"
"MG";4099;"Aphelandra maximiliana (Nees) Benth.";"Aphelandra maximiliana"
"MG";4140;"Justicia brasiliana Roth";"Justicia brasiliana"
"MG";4141;"Justicia carnea Lindl.";"Justicia carnea"
"MG";4142;"Justicia catharinensis Lindau";"Justicia catharinensis"
"MG";4143;"Justicia comata (L.) Lam.";"Justicia comata"
"MG";4144;"Justicia congrua (Nees) Lindau";"Justicia congrua"
"MG";4145;"Justicia cyanantha Lindau";"Justicia cyanantha"
"MG";4147;"Justicia cyrtantheriformis (Rizzini) Profice";"Justicia cyrtantheriformis"
"MG";4148;"Justicia dasyclados (Mart. ex Nees) Lindau";"Justicia dasyclados"
"MG";4149;"Justicia distorta (Nees) Lindau";"Justicia distorta"
"MG";4248;"Carpotroche brasiliensis (Raddi) A Gray";"Carpotroche brasiliensis"
"MG";4254;"Sambucus australis Cham. & Schltdl.";"Sambucus australis"
"MG";4342;"Griffinia espiritensis Ravenna";"Griffinia espiritensis"
"MG";4343;"Griffinia hyacinthina Ker Gawl.";"Griffinia hyacinthina"
"MG";4381;"Anacardium occidentale L.";"Anacardium occidentale"
"MG";4383;"Astronium concinnum Schott";"Astronium concinnum"
"MG";4384;"Astronium fraxinifolium Schott";"Astronium fraxinifolium"
"MG";4385;"Astronium graveolens Jacq.";"Astronium graveolens"
"MG";4388;"Cyrtocarpa caatingae J.D.Mitch. & Daly";"Cyrtocarpa caatingae"
"MG";4391;"Lithraea molleoides (Vell.) Engl.";"Lithraea molleoides"
"MG";4396;"Schinopsis brasiliensis Engl.";"Schinopsis brasiliensis"
"MG";4401;"Schinus terebinthifolius Raddi";"Schinus terebinthifolius"
"MG";4403;"Spondias macrocarpa Engl.";"Spondias macrocarpa"
"MG";4404;"Spondias mombin L.";"Spondias mombin"
"MG";4405;"Spondias tuberosa Arruda";"Spondias tuberosa"
"MG";4406;"Spondias venulosa (Engl.) Engl.";"Spondias venulosa"
"MG";4408;"Tapirira guianensis Aubl.";"Tapirira guianensis"
"MG";4409;"Tapirira obtusa (Benth.) J.D.Mitch.";"Tapirira obtusa"
"MG";4411;"Thyrsodium spruceanum Benth.";"Thyrsodium spruceanum"
"MG";4521;"Aspidosperma australe Müll.Arg.";"Aspidosperma australe"
"MG";4522;"Aspidosperma camporum Müll.Arg.";"Aspidosperma camporum"
"MG";4523;"Aspidosperma compactinervium Kuhlm.";"Aspidosperma compactinervium"
"MG";4524;"Aspidosperma cuspa (Kunth) S.F.Blake";"Aspidosperma cuspa"
"MG";4525;"Aspidosperma cylindrocarpon Müll.Arg.";"Aspidosperma cylindrocarpon"
"MG";4527;"Aspidosperma illustre (Vell.) Kuhlm. & Pirajá";"Aspidosperma illustre"
"MG";4529;"Aspidosperma parvifolium A.DC.";"Aspidosperma parvifolium"
"MG";4530;"Aspidosperma polyneuron Müll.Arg.";"Aspidosperma polyneuron"
"MG";4532;"Aspidosperma ramiflorum Müll.Arg.";"Aspidosperma ramiflorum"
"MG";4535;"Aspidosperma subincanum Mart.";"Aspidosperma subincanum"
"MG";4573;"Ditassa leonii Fontella & T.U.P.Konno";"Ditassa leonii"
"MG";4580;"Ditassa obcordata Mart.";"Ditassa obcordata"
"MG";4583;"Ditassa pedunculata Malme";"Ditassa pedunculata"
"MG";4592;"Forsteronia australis Müll.Arg.";"Forsteronia australis"
"MG";4601;"Forsteronia thyrsoidea (Vell.) Müll.Arg.";"Forsteronia thyrsoidea"
"MG";4606;"Geissospermum laeve (Vell.) Miers";"Geissospermum laeve"
"MG";4620;"Himatanthus bracteatus (A. DC.) Woodson";"Himatanthus bracteatus"
"MG";4621;"Himatanthus drasticus (Mart.) Plumel";"Himatanthus drasticus"
"MG";4651;"Malouetia cestroides (Nees ex Mart.) Müll.Arg.";"Malouetia cestroides"
"MG";4733;"Orthosia latipes (Decne.) Malme";"Orthosia latipes"
"MG";4746;"Oxypetalum balansae Malme";"Oxypetalum balansae"
"MG";4774;"Oxypetalum lineare Decne.";"Oxypetalum lineare"
"MG";4777;"Oxypetalum malmei Hoehne";"Oxypetalum malmei"
"MG";4786;"Oxypetalum mosenii (Malme) Malme";"Oxypetalum mosenii"
"MG";4819;"Peplonia riedelii (E.Fourn.) Fontella & Rapini";"Peplonia riedelii"
"MG";4823;"Prestonia acutifolia (Benth. ex Müll.Arg.) K.Schum.";"Prestonia acutifolia"
"MG";4843;"Rauvolfia grandiflora Mart. ex A.DC.";"Rauvolfia grandiflora"
"MG";4846;"Rauvolfia pruinosifolia I.Koch & Kin.-Gouv.";"Rauvolfia pruinosifolia"
"MG";4847;"Rauvolfia sellowii Müll.Arg.";"Rauvolfia sellowii"
"MG";4861;"Tabernaemontana catharinensis A.DC.";"Tabernaemontana catharinensis"
"MG";4862;"Tabernaemontana flavicans Willd. ex Roem. & Schult.";"Tabernaemontana flavicans"
"MG";4863;"Tabernaemontana hystrix Steud.";"Tabernaemontana hystrix"
"MG";4864;"Tabernaemontana laeta Mart.";"Tabernaemontana laeta"
"MG";4866;"Tabernaemontana solanifolia A.DC.";"Tabernaemontana solanifolia"
"MG";4879;"Ilex affinis Gardner";"Ilex affinis"
"MG";4882;"Ilex brasiliensis (Spreng.) Loes.";"Ilex brasiliensis"
"MG";4883;"Ilex brevicuspis Reissek";"Ilex brevicuspis"
"MG";4885;"Ilex cerasifolia Reissek";"Ilex cerasifolia"
"MG";4888;"Ilex conocarpa Reissek";"Ilex conocarpa"
"MG";4889;"Ilex dumosa Reissek";"Ilex dumosa"
"MG";4890;"Ilex euryaeformis Reissek";"Ilex euryaeformis"
"MG";4894;"Ilex grandis Reissek";"Ilex grandis"
"MG";4898;"Ilex loranthoides Mart. ex Reissek";"Ilex loranthoides"
"MG";4899;"Ilex lundii Warm.";"Ilex lundii"
"MG";4900;"Ilex microdonta Reissek";"Ilex microdonta"
"MG";4903;"Ilex organensis Loes.";"Ilex organensis"
"MG";4904;"Ilex paraguariensis A.St.-Hil.";"Ilex paraguariensis"
"MG";4907;"Ilex sapotifolia Reissek";"Ilex sapotifolia"
"MG";4908;"Ilex schwackeana Loes.";"Ilex schwackeana"
"MG";4910;"Ilex theezans Mart. ex Reissek";"Ilex theezans"
"MG";4953;"Anthurium marense K.Krause";"Anthurium marense"
"MG";4970;"Anthurium santaritense Nadruz & Croat";"Anthurium santaritense"
"MG";5098;"Aralia warmingiana (Marchal) J.Wen";"Aralia warmingiana"
"MG";5103;"Dendropanax brasiliensis (Seem.) Frodin";"Dendropanax brasiliensis"
"MG";5105;"Dendropanax cuneatus (DC.) Decne. & Planch.";"Dendropanax cuneatus"
"MG";5131;"Oreopanax capitatus (Jacq.) Decne. & Planch.";"Oreopanax capitatus"
"MG";5132;"Oreopanax fulvus Marchal";"Oreopanax fulvus"
"MG";5222;"Baccharis oreophila Malme";"Baccharis oreophila"
"MG";5248;"Baccharis semiserrata DC.";"Baccharis semiserrata"
"MG";5292;"Dasyphyllum brasiliense (Spreng.) Cabrera";"Dasyphyllum brasiliense"
"MG";5303;"Dasyphyllum spinescens (Less.) Cabrera";"Dasyphyllum spinescens"
"MG";5313;"Eremanthus capitatus (Spreng.) MacLeish";"Eremanthus capitatus"
"MG";5314;"Eremanthus crotonoides (DC.) Sch.Bip.";"Eremanthus crotonoides"
"MG";5315;"Eremanthus erythropappus (DC.) MacLeish";"Eremanthus erythropappus"
"MG";5316;"Eremanthus incanus (Less.) Less.";"Eremanthus incanus"
"MG";5342;"Leptostelma maximum D.Don";"Leptostelma maximum"
"MG";5343;"Leptostelma tweediei (Hook. & Arn.) D.J.N.Hind & G.L.Nesom";"Leptostelma tweediei"
"MG";5401;"Mikania morii R.M.King & H.Rob.";"Mikania morii"
"MG";5409;"Mikania oliveirae R.L.Esteves & R. Capel";"Mikania oliveirae"
"MG";5414;"Mikania paniculata DC.";"Mikania paniculata"
"MG";5420;"Mikania populifolia Gardner";"Mikania populifolia"
"MG";5421;"Mikania pseudohoffmanniana G.M.Barroso";"Mikania pseudohoffmanniana"
"MG";5422;"Mikania ramosissima Gardner";"Mikania ramosissima"
"MG";5423;"Mikania retifolia Sch.Bip.";"Mikania retifolia"
"MG";5424;"Mikania reynoldsii W.C.Holmes";"Mikania reynoldsii"
"MG";5425;"Mikania rothii G.M.Barroso";"Mikania rothii"
"MG";5426;"Mikania rotundifolia G.M.Barroso";"Mikania rotundifolia"
"MG";5427;"Mikania rufescens Sch.Bip. ex Baker";"Mikania rufescens"
"MG";5428;"Mikania salviifolia Gardner";"Mikania salviifolia"
"MG";5429;"Mikania salzmanniifolia DC.";"Mikania salzmanniifolia"
"MG";5473;"Piptocarpha angustifolia Dusén ex Malme";"Piptocarpha angustifolia"
"MG";5474;"Piptocarpha axillaris (Less.) Baker";"Piptocarpha axillaris"
"MG";5480;"Piptocarpha macropoda (DC.) Baker";"Piptocarpha macropoda"
"MG";5483;"Piptocarpha organensis Cabrera";"Piptocarpha organensis"
"MG";5488;"Piptocarpha regnellii (Sch.Bip.) Cabrera";"Piptocarpha regnellii"
"MG";5490;"Piptocarpha robusta G.M.Barroso";"Piptocarpha robusta"
"MG";5507;"Stifftia chrysantha J.C.Mikan";"Stifftia chrysantha"
"MG";5510;"Stifftia parviflora (Leandro) D.Don";"Stifftia parviflora"
"MG";5542;"Wunderlichia azulensis Maguire & G.M.Barroso";"Wunderlichia azulensis"
"MG";5544;"Wunderlichia mirabilis Riedel ex Baker";"Wunderlichia mirabilis"
"MG";5573;"Begonia apparicioi Brade";"Begonia apparicioi"
"MG";5580;"Begonia bonitoensis Brade";"Begonia bonitoensis"
"MG";5583;"Begonia brevilobata Irmsch.";"Begonia brevilobata"
"MG";5589;"Begonia catharinensis Brade";"Begonia catharinensis"
"MG";5591;"Begonia collaris Brade";"Begonia collaris"
"MG";5592;"Begonia concinna Schott";"Begonia concinna"
"MG";5601;"Begonia dentatiloba A.DC.";"Begonia dentatiloba"
"MG";5607;"Begonia edmundoi Brade";"Begonia edmundoi"
"MG";5611;"Begonia erecta Vell.";"Begonia erecta"
"MG";5730;"Begonia toledoana Handro";"Begonia toledoana"
"MG";5731;"Begonia tomentosa Schott";"Begonia tomentosa"
"MG";5732;"Begonia ulmifolia Willd.";"Begonia ulmifolia"
"MG";5733;"Begonia undulata Schott";"Begonia undulata"
"MG";5734;"Begonia valdensium A.DC.";"Begonia valdensium"
"MG";5735;"Begonia velloziana Walp.";"Begonia velloziana"
"MG";5736;"Begonia venosa Skan ex Hook.";"Begonia venosa"
"MG";5737;"Begonia vicina Irmsch.";"Begonia vicina"
"MG";5738;"Begonia windischii L.B.Sm. ex S.F.Sm. & Wassh.";"Begonia windischii"
"MG";5742;"Berberis laurina Billb.";"Berberis laurina"
"MG";5745;"Bixa orellana L.";"Bixa orellana"
"MG";5747;"Cochlospermum vitifolium (Willd.) Spreng.";"Cochlospermum vitifolium"
"MG";5774;"Aechmea caesia E.Morren ex Baker";"Aechmea caesia"
"MG";5777;"Aechmea candida E.Morren ex Baker";"Aechmea candida"
"MG";5786;"Aechmea chrysocoma Baker";"Aechmea chrysocoma"
"MG";5800;"Aechmea echinata (Leme) Leme";"Aechmea echinata"
"MG";5801;"Aechmea emmerichiae Leme";"Aechmea emmerichiae"
"MG";5802;"Aechmea entringeri Leme";"Aechmea entringeri"
"MG";5803;"Aechmea eurycorymbus Harms";"Aechmea eurycorymbus"
"MG";5804;"Aechmea farinosa (Regel) L.B.Sm.";"Aechmea farinosa"
"MG";5805;"Aechmea fasciata (Lindl.) Baker";"Aechmea fasciata"
"MG";5806;"Aechmea flavorosea E.Pereira";"Aechmea flavorosea"
"MG";5807;"Aechmea floribunda Mart. ex Schult. & Schult.f.";"Aechmea floribunda"
"MG";5808;"Aechmea fosteriana L.B.Sm.";"Aechmea fosteriana"
"MG";5809;"Aechmea fraudulosa Mez";"Aechmea fraudulosa"
"MG";5819;"Aechmea gurkeniana E.Pereira & Moutinho";"Aechmea gurkeniana"
"MG";5823;"Aechmea kertesziae Reitz";"Aechmea kertesziae"
"MG";5830;"Aechmea leppardii Philcox";"Aechmea leppardii"
"MG";5831;"Aechmea leptantha (Harms) Leme & J.A. Siqueira";"Aechmea leptantha"
"MG";5832;"Aechmea leucolepis L.B.Sm.";"Aechmea leucolepis"
"MG";5833;"Aechmea linharesii Leme";"Aechmea linharesii"
"MG";5834;"Aechmea lymanii W.Weber";"Aechmea lymanii"
"MG";5835;"Aechmea maasii Gouda & W.Till";"Aechmea maasii"
"MG";5836;"Aechmea macrochlamys L.B.Sm.";"Aechmea macrochlamys"
"MG";5837;"Aechmea marauensis Leme";"Aechmea marauensis"
"MG";5838;"Aechmea marginalis Leme & J.A.Siqueira";"Aechmea marginalis"
"MG";5839;"Aechmea mertensii (G.Mey.) Schult. & Schult.f.";"Aechmea mertensii"
"MG";5847;"Aechmea nudicaulis (L.) Griseb.";"Aechmea nudicaulis"
"MG";5873;"Aechmea squarrosa Baker";"Aechmea squarrosa"
"MG";5890;"Alcantarea brasiliana (L.B.Sm.) J.R.Grant";"Alcantarea brasiliana"
"MG";5891;"Alcantarea burle-marxii (Leme) J.R.Grant";"Alcantarea burle-marxii"
"MG";5892;"Alcantarea distractila Leme & C.C.Paula";"Alcantarea distractila"
"MG";5893;"Alcantarea edmundoi Leme";"Alcantarea edmundoi"
"MG";5894;"Alcantarea extensa (L.B.Sm.) J.R.Grant";"Alcantarea extensa"
"MG";5895;"Alcantarea farneyi (Martinelli & A.F.Costa) J.R.Grant";"Alcantarea farneyi"
"MG";5896;"Alcantarea geniculata (Wawra) J.R.Grant";"Alcantarea geniculata"
"MG";5897;"Alcantarea glaziouana (Leme) J.R.Grant";"Alcantarea glaziouana"
"MG";5898;"Alcantarea heloisae J.R.Grant";"Alcantarea heloisae"
"MG";5899;"Alcantarea imperialis (Carriere) Harms";"Alcantarea imperialis"
"MG";5903;"Alcantarea odorata (Leme) J.R.Grant";"Alcantarea odorata"
"MG";5904;"Alcantarea patriae Versieux & Wand.";"Alcantarea patriae"
"MG";5907;"Alcantarea tortuosa Versieux & Wand.";"Alcantarea tortuosa"
"MG";5908;"Alcantarea turgida Versieux & Wand.";"Alcantarea turgida"
"MG";5911;"Ananas ananassoides (Baker) L.B.Sm.";"Ananas ananassoides"
"MG";5912;"Ananas bracteatus (Lindl.) Schult. & Schult.f.";"Ananas bracteatus"
"MG";5913;"Ananas fritzmuelleri Camargo";"Ananas fritzmuelleri"
"MG";5915;"Araeococcus chlorocarpus (Wawra) Leme & J.A.Siqueira";"Araeococcus chlorocarpus"
"MG";5916;"Araeococcus montanus Leme";"Araeococcus montanus"
"MG";5917;"Araeococcus nigropurpureus Leme & J.A.Siqueira";"Araeococcus nigropurpureus"
"MG";5918;"Araeococcus parviflorus (Mart. ex Schult. & Schult. f.) Lindm.";"Araeococcus parviflorus"
"MG";5919;"Araeococcus sessiliflorus Leme & J.A.Siqueira";"Araeococcus sessiliflorus"
"MG";5921;"Billbergia alfonsijoannis Reitz";"Billbergia alfonsijoannis"
"MG";5922;"Billbergia amoena (Lodd.) Lindl.";"Billbergia amoena"
"MG";5923;"Billbergia bradeana L.B.Sm.";"Billbergia bradeana"
"MG";5924;"Billbergia brasiliensis L.B.Sm.";"Billbergia brasiliensis"
"MG";5925;"Billbergia castelensis E.Pereira";"Billbergia castelensis"
"MG";5926;"Billbergia chlorantha L.B.Sm.";"Billbergia chlorantha"
"MG";5927;"Billbergia distachia (Vell.) Mez";"Billbergia distachia"
"MG";5928;"Billbergia elegans Mart. ex Schult. & Schult.f.";"Billbergia elegans"
"MG";5929;"Billbergia euphemiae E.Morren";"Billbergia euphemiae"
"MG";5953;"Billbergia vittata Brongn. ex Morel";"Billbergia vittata"
"MG";6010;"Cryptanthus fernseeoides Leme";"Cryptanthus fernseeoides"
"MG";6011;"Cryptanthus fosterianus L.B.Sm.";"Cryptanthus fosterianus"
"MG";6012;"Cryptanthus giganteus Leme & A.P.Fontana";"Cryptanthus giganteus"
"MG";6013;"Cryptanthus glazioui Mez";"Cryptanthus glazioui"
"MG";6014;"Cryptanthus grazielae H.Luther";"Cryptanthus grazielae"
"MG";6015;"Cryptanthus incrassatus L.B.Sm.";"Cryptanthus incrassatus"
"MG";6016;"Cryptanthus latifolius Leme";"Cryptanthus latifolius"
"MG";6017;"Cryptanthus leuzingerae Leme";"Cryptanthus leuzingerae"
"MG";6018;"Cryptanthus lutherianus I.Ramírez";"Cryptanthus lutherianus"
"MG";6019;"Cryptanthus lyman-smithii Leme";"Cryptanthus lyman-smithii"
"MG";6070;"Dyckia microcalyx Baker";"Dyckia microcalyx"
"MG";6071;"Dyckia minarum Mez";"Dyckia minarum"
"MG";6072;"Dyckia monticola L.B.Sm. & Reitz";"Dyckia monticola"
"MG";6073;"Dyckia pernambucana L.B.Sm.";"Dyckia pernambucana"
"MG";6074;"Dyckia pseudococcinea L.B.Sm.";"Dyckia pseudococcinea"
"MG";6075;"Dyckia reitzii L.B.Sm.";"Dyckia reitzii"
"MG";6076;"Dyckia remotiflora Otto & A.Dietr.";"Dyckia remotiflora"
"MG";6077;"Dyckia saxatilis Mez";"Dyckia saxatilis"
"MG";6078;"Dyckia schwackeana Mez";"Dyckia schwackeana"
"MG";6079;"Dyckia selloa (K.Koch) Baker";"Dyckia selloa"
"MG";6110;"Hohenbergia lanata E.Pereira & Moutinho";"Hohenbergia lanata"
"MG";6111;"Hohenbergia lemei H.Luther & K.Norton";"Hohenbergia lemei"
"MG";6112;"Hohenbergia littoralis L.B.Sm.";"Hohenbergia littoralis"
"MG";6113;"Hohenbergia minor L.B.Sm.";"Hohenbergia minor"
"MG";6114;"Hohenbergia pabstii L.B.Sm. & Read";"Hohenbergia pabstii"
"MG";6115;"Hohenbergia ramageana Mez";"Hohenbergia ramageana"
"MG";6116;"Hohenbergia ridleyi (Baker) Mez";"Hohenbergia ridleyi"
"MG";6117;"Hohenbergia rosea L.B.Sm. & Read";"Hohenbergia rosea"
"MG";6118;"Hohenbergia salzmannii (Baker) E.Morren ex Mez";"Hohenbergia salzmannii"
"MG";6119;"Hohenbergia stellata Schult. & Schult.f.";"Hohenbergia stellata"
"MG";6342;"Quesnelia indecora Mez";"Quesnelia indecora"
"MG";6409;"Tillandsia tenuifolia L.";"Tillandsia tenuifolia"
"MG";6542;"Vriesea reitzii Leme & A.F.Costa";"Vriesea reitzii"
"MG";6573;"Vriesea vidalii L.B.Sm. & Handro";"Vriesea vidalii"
"MG";6580;"Wittrockia cyathiformis (Vell.) Leme";"Wittrockia cyathiformis"
"MG";6583;"Wittrockia spiralipetala Leme";"Wittrockia spiralipetala"
"MG";6589;"Protium aracouchini (Aubl.) Marchand";"Protium aracouchini"
"MG";6591;"Protium brasiliense (Spreng.) Engl.";"Protium brasiliense"
"MG";6592;"Protium glaziovii Swart";"Protium glaziovii"
"MG";6594;"Protium heptaphyllum (Aubl.) Marchand subsp. heptaphyllum";"Protium heptaphyllum"
"MG";6599;"Protium spruceanum (Benth.) Engl.";"Protium spruceanum"
"MG";6601;"Protium warmingianum Marchand";"Protium warmingianum"
"MG";6602;"Protium widgrenii Engl.";"Protium widgrenii"
"MG";6608;"Trattinnickia ferruginea Kuhlm.";"Trattinnickia ferruginea"
"MG";6611;"Cabomba aquatica Aubl.";"Cabomba aquatica"
"MG";6678;"Citronella gongonha (Mart.) R.A.Howard";"Citronella gongonha"
"MG";6679;"Citronella paniculata (Mart.) R.A.Howard";"Citronella paniculata"
"MG";6681;"Jacaratia heptaphylla (Vell.) A.DC.";"Jacaratia heptaphylla"
